,param_initialization,optimizer,qaoa_variant,warm_start,backend_mode,depth,lagrangian_multiplier,amount_shots,max_tol,vertexcover,graph_size,graph_name,time_elapsed,quantum_func_evals,obj_func_evolution,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal
183,gaussian,COBYLA,vanilla,False,statevector,10,2,5000,1e-08,True,5,>>graph6<<DbS,0.8489034175872803,50,"[np.float64(0.6111577046238148), np.float64(1.2775756848122353), np.float64(-0.2626141201017623), np.float64(1.0290482935639025), np.float64(0.36564462187072205), np.float64(0.7888391783847462), np.float64(0.7304566721245581), np.float64(0.5997745179192384), np.float64(-0.4326743736938923), np.float64(-0.3254985002211345), np.float64(0.118490382311965), np.float64(0.9830326048378981), np.float64(-0.40550186162325474), np.float64(0.4823520821158864), np.float64(0.947973913385837), np.float64(-0.3208319329100112), np.float64(1.2537329861402742), np.float64(0.6243674427095549), np.float64(0.29794884618962025), np.float64(0.7104234251868744), np.float64(0.07537462366753372), np.float64(0.4081287979973692), np.float64(0.2747230442122383), np.float64(1.2931207222002525), np.float64(-0.033624521908771285), np.float64(0.9051863622922205), np.float64(0.010943223937772056), np.float64(0.6147481320926458), np.float64(0.6824781537237238), np.float64(0.10353599298435362), np.float64(1.6860251872136407), np.float64(-0.3826493476774361), np.float64(0.20935375620061553), np.float64(-0.777765832874483), np.float64(0.19344624450311615), np.float64(-0.038623289073694486), np.float64(0.3339479167484572), np.float64(0.34559738815909624), np.float64(-0.6489362457378609), np.float64(-0.2215279099381616), np.float64(-0.9069505227488655), np.float64(0.034239221704577896), np.float64(0.44923788772167306), np.float64(0.40648635440052827), np.float64(-0.08434680262655497), np.float64(0.5452992014250205), np.float64(0.6730968010100691), np.float64(-0.7603253611807115), np.float64(0.42610113783351766), np.float64(0.6688106531333246)]","[0, 0, 1, 1, 1]",3,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.24598976 0.2653969  2.49072793 2.00166027 1.43086856 0.56006797
 4.81072988 1.76149096 2.67995094 1.72178409 0.5540822  2.22975027
 2.62070591 2.65628097 1.07930623 0.30271286 3.58017078 2.31362839
 3.64067667 2.64095073]",0.0854351045844964
184,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<DbS,0.21798491477966309,50,"[np.float64(1.133917062049826), np.float64(-0.7882271951245384), np.float64(0.3710836604922516), np.float64(0.011618415444900408), np.float64(0.11744955436117174), np.float64(-0.057837365735178725), np.float64(0.03980121392783219), np.float64(-0.21501349043216175), np.float64(-0.025549240873688685), np.float64(0.20070650929341077), np.float64(0.09511689014524011), np.float64(0.045529993496774494), np.float64(0.5666037463557595), np.float64(-1.4012902721251046), np.float64(-0.8369600370364302), np.float64(-0.2740462638725222), np.float64(0.9050763617651854), np.float64(2.611990271202429), np.float64(-1.4252587885682695), np.float64(-0.2850924667332296), np.float64(-0.7545208605061144), np.float64(-0.480547958254128), np.float64(0.7749990313625829), np.float64(-0.08813391967851891), np.float64(0.9026800664348582), np.float64(-1.4701244862074394), np.float64(0.017679087710252464), np.float64(0.7103628265137595), np.float64(3.07996283468451), np.float64(-1.110045290128995), np.float64(0.26547014027196997), np.float64(1.533924137278173), np.float64(0.7212991399744317), np.float64(0.2242763798687425), np.float64(-0.45237608861451784), np.float64(0.05890254524819179), np.float64(1.4658394552908707), np.float64(1.2403942298322854), np.float64(-0.7169453473055444), np.float64(0.566808629319641), np.float64(-1.1429493868184821), np.float64(-0.6342153190250921), np.float64(-0.03980209047715945), np.float64(-0.30892573680618096), np.float64(0.2240364356237673), np.float64(0.9456419045268281), np.float64(0.4539056010616198), np.float64(0.43685408905927053), np.float64(0.33384550803559765), np.float64(-0.08041319773153034)]","[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,[4.6099709  0.99017446 1.21923359 1.88792054],0.1749176180948007
185,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<DxK,0.33192968368530273,50,"[np.float64(0.05775618314310515), np.float64(-0.23218105469405836), np.float64(2.7658410566098226), np.float64(2.892776721794016), np.float64(-0.19406030001927846), np.float64(0.7360172315299672), np.float64(-0.41214243552148744), np.float64(0.05383762576453496), np.float64(-0.9501411478855686), np.float64(0.3589871594683354), np.float64(1.531017604599696), np.float64(-0.6645784679507161), np.float64(0.32245987165727097), np.float64(0.024818471178756712), np.float64(1.495035258828178), np.float64(1.363101567435199), np.float64(1.1343352296821698), np.float64(-0.07451810942584883), np.float64(-0.3417655049915587), np.float64(0.18917092683811562), np.float64(1.1698592696519883), np.float64(1.2351201917756112), np.float64(-0.1198315220218411), np.float64(-0.5135044189093234), np.float64(0.08504971506461416), np.float64(-0.387293438599216), np.float64(0.09265909275582027), np.float64(0.4555124203238869), np.float64(0.06892789520412014), np.float64(0.08006411223156067), np.float64(-0.8051762373805448), np.float64(0.021100487055480434), np.float64(-0.45911938041605604), np.float64(0.6074272135213371), np.float64(-0.5303911280723309), np.float64(-0.7164461796841545), np.float64(-0.05829888296447498), np.float64(0.5385411700740399), np.float64(-0.07294281345280017), np.float64(0.40571361967826625), np.float64(0.9972885448108607), np.float64(0.30966326974789454), np.float64(0.26899672317779594), np.float64(0.1871166800762908), np.float64(-0.35391916723930616), np.float64(1.2990860812146212), np.float64(-0.7724678259356477), np.float64(-0.24382687716948484), np.float64(0.1586526932683031), np.float64(-1.053632448483423)]","[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[0.65344495 3.04160509 5.65301938 0.86430259],0.26114292661787564
186,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<Dv[,0.33420634269714355,50,"[np.float64(0.5719001384918969), np.float64(2.438291228756816), np.float64(-0.055072492385357455), np.float64(-0.25351383692500806), np.float64(-1.0698095631137476), np.float64(-0.0897714849357274), np.float64(0.8905191740424463), np.float64(-1.0401770471331393), np.float64(3.0655824350426855), np.float64(-1.807369725111977), np.float64(-1.1396265475373015), np.float64(0.17561959461269), np.float64(-1.4989649416024124), np.float64(0.19848125920657075), np.float64(0.27853894558799325), np.float64(0.39487174959555427), np.float64(-0.2911321979625898), np.float64(0.519439714438318), np.float64(-0.3207940412800667), np.float64(1.8340659822051244), np.float64(-0.3100982912217994), np.float64(-1.1419190952527443), np.float64(1.5094878096386108), np.float64(-0.5717043169656166), np.float64(1.9902583600347485), np.float64(0.3144162147713437), np.float64(3.9765955944293543), np.float64(0.2084378042010723), np.float64(0.26855672285074345), np.float64(0.5390084370385182), np.float64(1.8966730143675237), np.float64(-0.6376201494366085), np.float64(1.2201648002860341), np.float64(0.6275310887773349), np.float64(-0.9591071968858881), np.float64(1.163925666679432), np.float64(-0.2007554604443335), np.float64(1.870261848303153), np.float64(0.09070930947806774), np.float64(1.6645289460945238), np.float64(0.4759057172104183), np.float64(-0.09684036028013174), np.float64(-0.5422127798295682), np.float64(-1.4206682216779747), np.float64(1.4118079351142492), np.float64(3.778616614918731), np.float64(0.22001797264504808), np.float64(-1.652299162569939), np.float64(-0.258024392082922), np.float64(-0.918259093372676)]","[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[1.39709334 0.47654404 2.72348775 0.4122606 ],0.051965733079871165
187,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<DbS,0.21579647064208984,50,"[np.float64(0.5332842595605528), np.float64(0.8986662632461071), np.float64(-0.49446827607269594), np.float64(0.5849034974365075), np.float64(-0.34868737491863994), np.float64(-0.3291155858156721), np.float64(0.09531859723971654), np.float64(-0.30729446400958005), np.float64(0.15631333613913923), np.float64(-0.7477858634284034), np.float64(0.08321160722359203), np.float64(-0.2494095251551611), np.float64(0.4770582170257759), np.float64(2.546032129156926), np.float64(-0.20832001933617428), np.float64(-0.3647937955332633), np.float64(0.1414859929966011), np.float64(0.06274680614000244), np.float64(0.7309241068074812), np.float64(-0.2381719017295802), np.float64(-0.4494258037596822), np.float64(-0.4187594451253531), np.float64(-0.2986593234427577), np.float64(-0.04599280872810936), np.float64(-0.06592623535920283), np.float64(-0.08276717076526494), np.float64(0.3225920831379966), np.float64(0.043307673982576164), np.float64(0.03462668066065773), np.float64(0.3289756384613489), np.float64(-0.025053259403708533), np.float64(1.8645301356258155), np.float64(-0.4799611365695279), np.float64(0.2905911897033919), np.float64(-0.09404491492761848), np.float64(-0.4000451685913042), np.float64(-0.8412041645088245), np.float64(0.03457848055741193), np.float64(-0.07490648905792369), np.float64(0.13590395281768444), np.float64(-0.24957708672464834), np.float64(1.7079374056705867), np.float64(-0.18575526506413864), np.float64(0.10211230607700404), np.float64(-0.3965077508712143), np.float64(0.44111606109166557), np.float64(-0.20222862750275872), np.float64(-0.6336689389748066), np.float64(0.06541382766726457), np.float64(0.2508690144594358)]","[1, 1, 1, 1, 1]",5,"[0, 0, 0, 1.0, 1.0]",2.0,[4.11594291 0.17934599 3.48377772 3.07394924],0.059013089420751064
188,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<DxK,0.2730884552001953,50,"[np.float64(0.6257149935765399), np.float64(2.4779577810002547), np.float64(0.04582224277192504), np.float64(0.6823880652578207), np.float64(-0.005413341394875995), np.float64(0.15260528719198985), np.float64(1.6279739630880752), np.float64(-0.10045344507536208), np.float64(0.2812274332302668), np.float64(-1.511956065326892), np.float64(0.09759906885267908), np.float64(0.7734817371366173), np.float64(0.0069964882474269005), np.float64(1.0363233607938895), np.float64(0.36147229176522244), np.float64(0.26974878563820065), np.float64(0.7732308281310697), np.float64(-0.17062852270041157), np.float64(-0.42419082780415257), np.float64(-0.5012221042180065), np.float64(-0.4556918280198638), np.float64(0.03670243999570759), np.float64(-0.9364033512894879), np.float64(0.23980828377072871), np.float64(-1.0823276943985594), np.float64(-0.19659617250896708), np.float64(-0.4389963067979631), np.float64(-0.9942782143075461), np.float64(0.01420974235924613), np.float64(-0.0040958834730652205), np.float64(0.02587060600557671), np.float64(0.22977372352624062), np.float64(0.013617132157104611), np.float64(0.1512109557082297), np.float64(0.28480793409099586), np.float64(0.44680539159532634), np.float64(-0.15402098995198013), np.float64(2.7467572627958936), np.float64(0.15476141655538875), np.float64(0.37687094555672884), np.float64(0.46940401873592086), np.float64(0.646745657246523), np.float64(0.14989177492307), np.float64(2.316323153018623), np.float64(0.5330559540703708), np.float64(0.17977090629885895), np.float64(-0.2526023865084452), np.float64(0.1986955976563105), np.float64(-0.2761974911464492), np.float64(0.2353890035463493)]","[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[0.39810831 2.77064278 5.82057616 2.02228734],0.4842617000672005
189,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<Dv[,0.3093233108520508,50,"[np.float64(-1.0826834350436683), np.float64(0.3105854413410767), np.float64(-0.9891325576632969), np.float64(-1.754739883265546), np.float64(1.408848501101443), np.float64(2.300049927518853), np.float64(1.882079691084584), np.float64(0.17973315738101037), np.float64(0.166211960558215), np.float64(-0.8671412571262167), np.float64(1.0551464470537526), np.float64(0.02023954625423388), np.float64(0.046832968275385634), np.float64(3.2782401467785727), np.float64(0.14536690289784687), np.float64(1.2142385803402331), np.float64(1.0194976451887678), np.float64(0.35973614492759287), np.float64(0.09352476862262331), np.float64(-0.15786251003627155), np.float64(-1.233984081268284), np.float64(0.6511877319827651), np.float64(-0.1427975870756943), np.float64(-0.10529244683398602), np.float64(0.1391164634271329), np.float64(-0.3085144397858567), np.float64(0.14053747296813124), np.float64(-0.2655394816817974), np.float64(-0.6296366897953124), np.float64(1.60483788757526), np.float64(-1.3511999236012497), np.float64(-0.12233948656696954), np.float64(-0.4949238535877052), np.float64(-0.26166117185871707), np.float64(-0.42585392235913744), np.float64(-0.6020631029149747), np.float64(-0.1579285350044238), np.float64(1.1491587102769465), np.float64(0.008035841492667055), np.float64(-0.17156481872878104), np.float64(-0.8484867023983722), np.float64(-1.3009348317649587), np.float64(-0.3562380203269635), np.float64(3.3023361950101626), np.float64(-0.690793903714271), np.float64(-0.1923246384810681), np.float64(0.14959179795593586), np.float64(2.932695384294644), np.float64(-0.7979468376829152), np.float64(0.6144043130273421)]","[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,[2.5358938  2.92741286 2.90872334 3.04034907],0.13432428085593032
190,gaussian,COBYLA,vanilla,False,statevector,10,2,5000,1e-08,True,5,>>graph6<<DxK,1.3694040775299072,50,"[np.float64(1.4697858159841994), np.float64(-0.3582902875096283), np.float64(0.7156924048413669), np.float64(-0.6197378020277072), np.float64(0.9314745192863244), np.float64(0.9458273224268681), np.float64(0.37564469083676266), np.float64(1.5578440294334532), np.float64(-0.34040390467649395), np.float64(-0.3260008498074232), np.float64(-0.3283158545949542), np.float64(2.1817436946173574), np.float64(0.5225807727538223), np.float64(-0.6545355069277882), np.float64(0.08676222493606497), np.float64(0.5045662726278066), np.float64(-0.8622937200612056), np.float64(0.2432577208696452), np.float64(0.36783549394319215), np.float64(0.48551064248255227), np.float64(-0.16230016712063772), np.float64(0.17994790580630446), np.float64(0.02087446335835519), np.float64(0.9292843390404426), np.float64(-0.11038493267950222), np.float64(0.9610227138607235), np.float64(-0.41414984667144106), np.float64(0.07244925381200577), np.float64(0.5140863612961122), np.float64(0.5693509760722844), np.float64(-0.7315163650608215), np.float64(1.8197611276796193), np.float64(0.8866891873787308), np.float64(0.20794036449116732), np.float64(-0.02769243859534523), np.float64(-0.7796579050110937), np.float64(0.8008508474308456), np.float64(-0.34558290801003355), np.float64(-0.019358398806223198), np.float64(1.0485717062370234), np.float64(-0.20408815980831146), np.float64(1.319244023807613), np.float64(0.7803438008659561), np.float64(0.6700024120183079), np.float64(0.5223852582729676), np.float64(0.6480656683224595), np.float64(0.6195281226232108), np.float64(2.8365909945103516), np.float64(-0.3820026403975759), np.float64(-0.3732714463527033)]","[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[5.05984133 2.24357195 4.43874652 1.86173007 0.76509703 1.32505836
 4.92209956 2.11793694 2.45492074 1.88613769 5.50561291 1.74474642
 4.16502574 1.08540144 4.39798108 3.03934414 1.18589038 1.42955945
 3.71034502 0.12808627]",0.22698945781837504
191,gaussian,COBYLA,vanilla,False,statevector,10,2,5000,1e-08,True,5,>>graph6<<Dv[,1.2469463348388672,50,"[np.float64(-0.4369746309231147), np.float64(0.33633252448091816), np.float64(-1.1388099346546925), np.float64(-0.7914275489941296), np.float64(-0.03351467002346671), np.float64(0.03980882207709946), np.float64(-0.27361106592474005), np.float64(0.79316277107793), np.float64(-0.43426325960428913), np.float64(-0.5586812488903732), np.float64(1.3120130896638922), np.float64(-1.5190621318955218), np.float64(0.6456168485178004), np.float64(-0.8325040508030028), np.float64(0.29734195516794537), np.float64(-0.6180863834963248), np.float64(-0.29787331187041965), np.float64(0.569370887822433), np.float64(-0.2897629638355906), np.float64(2.315764122368414), np.float64(2.7048755469986925), np.float64(-0.744055871722944), np.float64(0.816166231678931), np.float64(0.39150894262737934), np.float64(0.18285670879879606), np.float64(0.14371226289853223), np.float64(3.4167650242679892), np.float64(-0.4341060317183888), np.float64(0.007122355896679117), np.float64(1.4641740645460286), np.float64(0.2547812355624097), np.float64(-0.06861159266430794), np.float64(-1.099816857761314), np.float64(0.34169901829681926), np.float64(-0.2652344637185855), np.float64(1.1034828732734236), np.float64(0.5383405191496026), np.float64(2.2375828042128534), np.float64(-0.7092623471564031), np.float64(0.03620052628777362), np.float64(1.4986344568457173), np.float64(-0.22974052938608014), np.float64(0.4517264050616546), np.float64(3.730649414266829), np.float64(-0.5886996672058631), np.float64(-0.6232873008377708), np.float64(-0.34415452554930615), np.float64(2.290896688114079), np.float64(-0.22185677519217667), np.float64(-0.6157381689740405)]","[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.42873499 2.88967523 5.4314515  1.86786904 3.2930174  2.59720068
 2.0434818  1.36480948 3.35764877 0.89675428 2.00698703 2.63843804
 1.80347036 2.18151635 5.98429451 2.57427127 3.1335327  2.99086566
 5.23302352 2.87145311]",0.05846959865354676
192,gaussian,COBYLA,vanilla,False,statevector,10,2,5000,1e-08,True,5,>>graph6<<DbS,0.8424282073974609,50,"[np.float64(-0.04926494204767057), np.float64(0.016705550667975994), np.float64(0.9486227166694049), np.float64(0.4476539996642346), np.float64(-0.6469916042583989), np.float64(-0.12999261840729734), np.float64(1.2027486867195658), np.float64(0.07064130577573097), np.float64(0.15308399766748693), np.float64(0.2133422241029858), np.float64(-0.03421912968886043), np.float64(1.0547188145134274), np.float64(0.21049302161264977), np.float64(-0.26602615468228114), np.float64(0.9827607370217442), np.float64(0.7759748566316312), np.float64(-0.46105099820447226), np.float64(0.005371571016805021), np.float64(0.8345006931701385), np.float64(0.402281981339683), np.float64(0.030331914551404382), np.float64(0.3792798938673838), np.float64(-1.061005840497628), np.float64(-0.5486746012736042), np.float64(-0.3076898011320613), np.float64(-0.14496594978785493), np.float64(-0.20894015590936452), np.float64(0.3080956922232856), np.float64(0.366910126518495), np.float64(0.8914798965013546), np.float64(-0.5775458647148823), np.float64(0.04841711915890308), np.float64(1.3609496189298316), np.float64(1.194740158454929), np.float64(-0.3664843502739774), np.float64(-0.07953334213443625), np.float64(0.4254946504661711), np.float64(0.8298427626379901), np.float64(-0.258652465982793), np.float64(1.16031764405356), np.float64(-0.6545678608119884), np.float64(-0.15991556379285404), np.float64(0.51928102367697), np.float64(-0.04074616143209003), np.float64(0.7398152891999504), np.float64(1.2173051998523738), np.float64(-0.0538703677458012), np.float64(0.26747157122204207), np.float64(0.09788563619553603), np.float64(1.082458410565385)]","[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.44842607 0.14856959 3.09832231 2.01051332 5.96088568 3.09577295
 0.39559908 0.79114864 2.98363468 2.80220626 5.93288391 0.77013502
 4.68250655 1.48134794 0.92492106 2.70033091 0.98941876 2.97404228
 5.93236744 1.21698524]",0.2272875872854293
193,gaussian,COBYLA,vanilla,False,statevector,10,2,5000,1e-08,True,5,>>graph6<<DxK,0.948678731918335,50,"[np.float64(0.07446682700894439), np.float64(0.0379390716684363), np.float64(1.793335229586193), np.float64(0.39490170051388507), np.float64(-0.32818998166730495), np.float64(1.1612856836246321), np.float64(0.25413073642331063), np.float64(0.4422368777108281), np.float64(1.557895320473654), np.float64(-0.16786317526315497), np.float64(0.19599963370951018), np.float64(0.5031214099207566), np.float64(0.7737921450827766), np.float64(-0.9095394799997784), np.float64(0.11298840967840336), np.float64(0.22996023627931717), np.float64(0.07283209963254626), np.float64(0.20465530449571828), np.float64(0.036357243177231824), np.float64(-0.4909916504671965), np.float64(0.6288175203279192), np.float64(-0.15404824530333017), np.float64(-0.6745616635824462), np.float64(0.02867411956689972), np.float64(0.6097127325277093), np.float64(-0.4017478714648735), np.float64(1.015795464255578), np.float64(1.6809369701377506), np.float64(0.4373012515996381), np.float64(0.09181354819015002), np.float64(0.1077218838920944), np.float64(0.6670947565307814), np.float64(0.09778350521905105), np.float64(-0.20440765453073537), np.float64(-0.14379023523544426), np.float64(0.6781894101767637), np.float64(0.30828541227342665), np.float64(0.1526942750703306), np.float64(0.649069971663675), np.float64(0.38581510067190383), np.float64(0.7695310822679995), np.float64(0.17339391317022326), np.float64(0.12757453310731615), np.float64(0.14200340360171246), np.float64(0.3066574410749592), np.float64(-0.20052696793654962), np.float64(0.2229042793946552), np.float64(0.6620936063720936), np.float64(0.2652061852671208), np.float64(1.5736975085635225)]","[1, 0, 0, 1, 1]",5,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[5.78339026e+00 3.25254199e-03 1.21241941e+00 8.83642421e-01
 5.95925248e+00 5.85741851e-01 8.38154662e-01 2.52201409e+00
 2.76898901e+00 2.74245394e+00 4.06796733e-01 1.72414460e+00
 2.25392929e-01 2.04878082e+00 4.15895597e+00 1.65632126e+00
 6.74492383e-01 1.35939769e+00 1.01502777e+00 1.03949741e+00]",0.3197997684311067
194,gaussian,COBYLA,vanilla,False,statevector,10,2,5000,1e-08,True,5,>>graph6<<Dv[,1.1489231586456299,50,"[np.float64(1.7665241948007946), np.float64(-0.005581741100888521), np.float64(0.28250203163961385), np.float64(-0.7402610303546187), np.float64(0.06817969056779517), np.float64(2.3112832557477017), np.float64(-0.6329981893464194), np.float64(-0.014018314641406182), np.float64(2.3471660817792968), np.float64(1.4881892722835715), np.float64(-1.978339347532307), np.float64(1.1807941982693453), np.float64(0.8294390038202056), np.float64(0.2916335488188485), np.float64(0.46288108400799605), np.float64(0.39887269856538127), np.float64(-0.5830049518017945), np.float64(1.2884873515268107), np.float64(0.5790189475349353), np.float64(0.9822106492841235), np.float64(-0.17633902562740583), np.float64(1.9765365510840867), np.float64(-0.26470204124396335), np.float64(-0.24849227321669298), np.float64(-0.12008189618370174), np.float64(1.7890798048754903), np.float64(1.9020083047426468), np.float64(1.3708501995574365), np.float64(-0.24775482414346356), np.float64(-1.2730607970782968), np.float64(-0.25505433819807033), np.float64(1.0740112335382928), np.float64(0.5087064219496251), np.float64(2.445641183972741), np.float64(0.14068229913458113), np.float64(-0.4606388468615895), np.float64(0.8248496366726948), np.float64(2.7061983892142645), np.float64(0.21080496628416995), np.float64(-0.24045265062242055), np.float64(-0.7725971558215001), np.float64(-1.111915926605404), np.float64(0.6678153808627366), np.float64(-1.3375462765742694), np.float64(1.2298065407036574), np.float64(0.9280443655370911), np.float64(2.4946310209163545), np.float64(-0.6495801609127826), np.float64(0.132637054305258), np.float64(0.38164307477807824)]","[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[2.50309848 0.07435321 0.65380635 0.44563613 0.06378478 0.45213765
 0.51430497 0.41105637 0.19326241 2.60439963 0.32716081 0.66753074
 3.4664391  2.61074668 1.07369918 0.42416094 4.53443551 3.10388894
 1.52656554 0.89764902]",0.10877713333881894
195,gaussian,COBYLA,vanilla,False,statevector,10,2,5000,1e-08,True,5,>>graph6<<DbS,0.7940769195556641,50,"[np.float64(0.40009341395709086), np.float64(-0.006018774132689669), np.float64(-0.06278873635889282), np.float64(0.3954474731567473), np.float64(0.4069409220588286), np.float64(-0.3902115843104586), np.float64(-0.003600906900960904), np.float64(-0.012093629500603734), np.float64(0.4250528213326129), np.float64(0.0860868217833013), np.float64(1.248012881855272), np.float64(1.120100774275771), np.float64(0.1641936280108099), np.float64(-0.27290858525122946), np.float64(0.6232402914397657), np.float64(-0.38695161972713854), np.float64(0.05899866445237137), np.float64(-0.46350072059216535), np.float64(-0.26509413799289233), np.float64(0.17676987979587955), np.float64(0.7133284019982555), np.float64(0.9819309890767983), np.float64(0.2755975990499062), np.float64(1.1505455842912058), np.float64(-0.4143532150593887), np.float64(-0.20193988748044886), np.float64(-0.3696083793703908), np.float64(0.3531851959288356), np.float64(-0.33576066131079707), np.float64(-0.23716229106020367), np.float64(0.5537043504004403), np.float64(0.11599835852637305), np.float64(0.020905077965397124), np.float64(-0.18924808972614054), np.float64(0.679843244977701), np.float64(-0.3679764690025506), np.float64(0.2755574738409533), np.float64(1.6443400728038986), np.float64(-0.06140266395190591), np.float64(-0.055444215800659016), np.float64(0.3323667360470167), np.float64(0.16942692571888857), np.float64(-0.19002497231100907), np.float64(0.19916212659350804), np.float64(-0.9597796740543247), np.float64(-1.0084727834041167), np.float64(0.8840098873863558), np.float64(-0.15048508475072658), np.float64(-0.43869423335975666), np.float64(-0.4823694571111883)]","[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[0.75859544 0.75362984 4.81252503 1.55844041 4.55440806 0.41826367
 3.99156495 2.82690733 0.22505549 0.95482703 3.13934895 0.54688139
 3.87538677 2.94546482 0.82461191 2.1273962  0.41977941 0.39349044
 0.21235732 1.67698768]",0.18162738300457007
196,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<DbS,0.2693600654602051,50,"[np.float64(-0.35044714882578615), np.float64(1.6402768397112346), np.float64(-0.6962768039286414), np.float64(0.1885705587001151), np.float64(-0.4264535002557233), np.float64(0.4470376805561649), np.float64(-0.9611705103224669), np.float64(-0.2141375432117607), np.float64(-0.06265685037779778), np.float64(0.19519866416107842), np.float64(-0.18937621042531577), np.float64(-0.3177865503601352), np.float64(0.35747993730716543), np.float64(0.9153014819199143), np.float64(0.13355895958920294), np.float64(0.1156391483996059), np.float64(0.37482001752936633), np.float64(0.015440115565821505), np.float64(-0.17091750989078805), np.float64(0.8360119492741078), np.float64(-0.19481890628299192), np.float64(0.26631782886573385), np.float64(0.07192363170448955), np.float64(-0.3851150159578056), np.float64(-1.0586665384520129), np.float64(0.4444335522007483), np.float64(0.5210778160330447), np.float64(-0.22031559636700188), np.float64(0.009247744123066375), np.float64(0.028762866773262646), np.float64(0.32784554944299943), np.float64(0.07410759529592198), np.float64(-0.4182695145433058), np.float64(0.1929881622336985), np.float64(0.03490407256043021), np.float64(0.054136044989175985), np.float64(-0.3357837721309459), np.float64(-0.15120474649979498), np.float64(-0.6041030440441427), np.float64(-0.30551609175987565), np.float64(-0.35818568416274277), np.float64(0.2698984827725468), np.float64(0.7742957667942635), np.float64(0.22425338532271488), np.float64(1.2908642197164237), np.float64(2.017628918970337), np.float64(-0.8977654695894168), np.float64(-0.9145422245308685), np.float64(0.04160553989773371), np.float64(0.3141211468744758)]","[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,[2.70289178 0.33292818 2.44307851 2.56171191],0.18484668842847413
197,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<DxK,0.3199775218963623,50,"[np.float64(1.0817135941944145), np.float64(0.604423746521643), np.float64(-1.6797388820440142), np.float64(-0.4143805467348053), np.float64(-0.8993492347421311), np.float64(1.3022211157944044), np.float64(0.7260176106760727), np.float64(0.06637451935749614), np.float64(0.11481784526386613), np.float64(0.4591037863403229), np.float64(-0.14094394941588395), np.float64(0.3272858854459985), np.float64(-0.005935555175198939), np.float64(0.3853882506251048), np.float64(0.8768919764913718), np.float64(-0.27400275181711575), np.float64(0.3912108203366667), np.float64(0.7142187616953338), np.float64(0.16630352471832358), np.float64(-1.0318917333468927), np.float64(0.9803887205108035), np.float64(-0.002866303495661811), np.float64(0.15657216385872214), np.float64(0.5358976862173724), np.float64(0.24335311989161854), np.float64(0.5702108558956713), np.float64(2.6416274478507478), np.float64(1.092851605106742), np.float64(0.8801401372810183), np.float64(0.6893108257207909), np.float64(0.052237275838619354), np.float64(0.3054822535543963), np.float64(0.04760468281044075), np.float64(0.9053373003168885), np.float64(-0.27217933467439787), np.float64(-0.2346183068960606), np.float64(-1.2222592946920663), np.float64(0.424291547872421), np.float64(0.6523342602951242), np.float64(0.11623711278128025), np.float64(3.3214264127890822), np.float64(0.44087040521382515), np.float64(-1.383717519361165), np.float64(1.9161441721979533), np.float64(0.42892820080050537), np.float64(-0.26344964684279415), np.float64(0.5213668886986891), np.float64(-0.5103132249155924), np.float64(0.010876447069288888), np.float64(-0.8079803679242346)]","[1, 0, 1, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,[5.72637942 0.16399604 2.90731279 0.99138465],0.5221317694089831
