,Unnamed: 0,param_initialization,optimizer,qaoa_variant,warm_start,backend_mode,depth,lagrangian_multiplier,amount_shots,max_tol,vertexcover,graph_size,graph_name,time_elapsed,quantum_func_evals,obj_func_evolution,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal,ratio
157,157,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DbS,1.0416021347045898,50,"[np.float64(-0.6651510350038717), np.float64(0.8302374304518634), np.float64(-0.3226798983217118), np.float64(-0.3764535536394533), np.float64(0.5526191137777948), np.float64(0.1556065074236172), np.float64(0.24209376597808102), np.float64(1.1791263517180122), np.float64(-0.18020135292491532), np.float64(0.4311861703292101), np.float64(1.0429513771176666), np.float64(-0.1129379905276468), np.float64(-0.3229971388729525), np.float64(0.6175543369412475), np.float64(-0.5205074480355762), np.float64(0.17499734816797097), np.float64(-0.24756744134032843), np.float64(0.002817788216825781), np.float64(0.5069629255307903), np.float64(0.07464866774030941), np.float64(0.6457391130089669), np.float64(0.5671657150923551), np.float64(0.04842349181485388), np.float64(-0.06039986804227221), np.float64(1.0959779366114704), np.float64(-0.4506612986966), np.float64(-0.10634630618887078), np.float64(0.43146082711363276), np.float64(-0.20301280969929017), np.float64(-0.08778906265493953), np.float64(-0.7006014779895989), np.float64(-0.7526315666073825), np.float64(0.08724414723440728), np.float64(-0.42268899717764497), np.float64(0.051434767346605736), np.float64(0.0018722699827368114), np.float64(0.7145521857794523), np.float64(-0.7390288559174767), np.float64(0.6173875044841275), np.float64(0.1438023904889688), np.float64(0.5371010147295848), np.float64(-0.08372350546268868), np.float64(-0.3698763537119482), np.float64(0.7935921737813917), np.float64(0.29553741717046494), np.float64(-0.03459939867186404), np.float64(0.8860213063664659), np.float64(-0.3349665278579529), np.float64(-0.5129709418356467), np.float64(0.0014110908043734813)]","[1, 1, 1, 0, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,[6.06220788 1.4558369  1.05593945 0.33651333],0.5944527658535135,1.0
158,158,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DxK,1.5212042331695557,50,"[np.float64(0.5164567644392185), np.float64(0.4455866324131585), np.float64(-0.24380995307475697), np.float64(1.392155673549943), np.float64(0.07726699991072417), np.float64(0.6162363182816818), np.float64(0.11018510792086322), np.float64(0.15694689085738095), np.float64(0.44198395490335124), np.float64(-0.07101177434380081), np.float64(-0.9141782391315508), np.float64(1.7736231694772235), np.float64(1.611377093261292), np.float64(0.5428536436839424), np.float64(-0.24547639627359769), np.float64(1.1976267753667076), np.float64(0.15610299917623066), np.float64(1.8137595931287243), np.float64(0.24918162841946503), np.float64(-0.4971755402793647), np.float64(0.9363365163143694), np.float64(1.2240344640700067), np.float64(0.19533661458321167), np.float64(-0.3516303457564165), np.float64(1.0332143973040633), np.float64(0.8447121311995789), np.float64(-0.1703703690750721), np.float64(-0.8293741232006461), np.float64(1.7328738755683284), np.float64(-0.2076340551662112), np.float64(-0.44015828434831156), np.float64(0.7051234028485203), np.float64(1.1993497559725717), np.float64(1.0125162684672429), np.float64(0.12684030756206965), np.float64(0.8663466699949075), np.float64(-0.09340286897368899), np.float64(0.8960726378253605), np.float64(0.3659278147331376), np.float64(0.07378843138738025), np.float64(-0.5743880783193132), np.float64(1.0591110896774931), np.float64(0.6750209249033978), np.float64(0.677946267284399), np.float64(0.9440282983526624), np.float64(1.3989899562003432), np.float64(-0.49899065468218934), np.float64(1.2292324780557402), np.float64(-0.04117521259931339), np.float64(-0.060973125941566106)]","[1, 0, 1, 0, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,[1.66387268 2.86873866 3.10834667 0.65264727],0.9649136051942336,1.0
159,159,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DxK,3.0547659397125244,50,"[np.float64(-0.004271181565755761), np.float64(1.1133770465935708), np.float64(-0.19082798677606544), np.float64(0.21598744728817942), np.float64(0.7131762137830752), np.float64(0.21789049100746288), np.float64(0.5000647926855407), np.float64(-0.021952775059902258), np.float64(0.8646427382235832), np.float64(0.3890001158336194), np.float64(0.06800730922615283), np.float64(0.5331844041852155), np.float64(0.10561339677385685), np.float64(0.23087683948238172), np.float64(0.7599068503191735), np.float64(0.809830021035238), np.float64(1.3249926764886806), np.float64(0.6763062300305089), np.float64(-0.3903909273278486), np.float64(-0.04833030695312068), np.float64(-0.5779235209764035), np.float64(0.9524363304806887), np.float64(0.5626179888987074), np.float64(1.180134966881565), np.float64(0.5765921092289407), np.float64(-0.0472275850269053), np.float64(0.8043605540341503), np.float64(0.7873709559135662), np.float64(-0.18168980356507297), np.float64(0.052291184678154586), np.float64(-0.19183150359275292), np.float64(1.0168335989340502), np.float64(0.5880175186275158), np.float64(0.12332146726706528), np.float64(0.9772550111635898), np.float64(0.4380824894944423), np.float64(0.41602951240086666), np.float64(0.5542775222933494), np.float64(1.0141066698579313), np.float64(0.026067721938729083), np.float64(0.10674346415198177), np.float64(0.5709868811944433), np.float64(0.16682579091768676), np.float64(-0.008911618220002193), np.float64(-0.7644877569710153), np.float64(0.1121859404781716), np.float64(0.48736426456309867), np.float64(0.3209743551497356), np.float64(0.8669266458072862), np.float64(0.3702090426616643)]","[1, 1, 1, 1, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,"[2.96248685 0.08850125 2.83174996 1.83775186 5.769398   1.95536638
 3.85689843 3.01989117 3.00772458 0.9268213  1.2564013  0.43385636
 5.40653937 1.46918913 4.18697298 0.34435684 0.21501199 0.3421382
 1.11910163 1.47180927]",0.8844806899830565,1.0
160,160,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<Dv[,3.639695644378662,50,"[np.float64(1.6796523431735113), np.float64(-0.3378783377837984), np.float64(0.5000030875512979), np.float64(0.7571066767412455), np.float64(-0.18821563290909987), np.float64(0.010396921146073781), np.float64(-0.09265065613578578), np.float64(0.6372341547756579), np.float64(0.17239322918003908), np.float64(0.6810578021689944), np.float64(1.0982212838540726), np.float64(1.1004316764484832), np.float64(0.9156250310869435), np.float64(0.15390440196491142), np.float64(-0.26877436375211305), np.float64(-0.267234173249123), np.float64(-0.3028218956606429), np.float64(-0.2878974056480221), np.float64(1.434166109851492), np.float64(0.18703098366032794), np.float64(0.5910539431893026), np.float64(0.7402449971660399), np.float64(-0.2801686374740787), np.float64(0.4904342475545747), np.float64(-0.5681308862152457), np.float64(-0.5297359271575003), np.float64(1.8929044997926057), np.float64(0.6505824462218608), np.float64(0.9882283754890765), np.float64(0.4849071186437729), np.float64(-0.22064660234168418), np.float64(-0.34789588032912894), np.float64(0.05124341102326449), np.float64(0.1901139946845245), np.float64(-0.02850237258187882), np.float64(-0.24105504112914833), np.float64(0.6628708187630279), np.float64(-0.6572239620625817), np.float64(-0.020618622179479767), np.float64(0.46409326358270087), np.float64(-0.45337948052832755), np.float64(0.7072586677259867), np.float64(0.6108349592943318), np.float64(-0.5411169173761647), np.float64(0.6940025757195585), np.float64(1.8059305045784713), np.float64(0.06060250736301928), np.float64(0.12019949075387687), np.float64(0.5881695958892094), np.float64(0.10210658919102672)]","[0, 0, 1, 1, 0]",6.0,"[1.0, 1.0, 0, 0, 0]",6.0,"[0.10746438 1.33172956 4.54202305 0.37600663 1.85074177 1.29206857
 0.95651409 0.23401046 5.7030988  0.82941981 0.73162599 1.69128395
 6.16391186 0.74964832 3.76029053 1.26978522 2.1431393  0.49464619
 4.67574674 0.24931215]",0.3494935089161518,1.0
161,161,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<Dv[,0.622699499130249,50,"[np.float64(2.245017119442373), np.float64(0.04933166239393674), np.float64(0.2143996453438251), np.float64(0.5602988097835421), np.float64(1.0199660747173938), np.float64(0.39722056448471027), np.float64(0.03813825065213926), np.float64(1.6753034172048469), np.float64(0.3125238875928003), np.float64(-0.00612105304752434), np.float64(0.24637476999506153), np.float64(0.11358216949918998), np.float64(1.5827377256915094), np.float64(-0.37059591695029903), np.float64(-0.6878327790265252), np.float64(0.29637827001254013), np.float64(-0.15582054843341092), np.float64(0.49935434050711636), np.float64(-0.5063536955376874), np.float64(1.2203132920648865), np.float64(-0.47175951994915716), np.float64(0.5602011373084296), np.float64(0.19093840277114724), np.float64(-0.7568601414382103), np.float64(-0.18881899058526888), np.float64(0.7844952555672969), np.float64(0.19824580391299246), np.float64(0.26828397380739377), np.float64(1.0016605003702803), np.float64(2.0218565552758854), np.float64(-0.1152803922533378), np.float64(1.8044854957368286), np.float64(1.6402305844940699), np.float64(-1.1421645128184352), np.float64(0.5618612601492157), np.float64(0.2651933112366905), np.float64(-0.17188157824966238), np.float64(-0.5606195657745725), np.float64(1.7378247103603002), np.float64(-0.43839591295823377), np.float64(-0.38021702917506806), np.float64(0.3398463598300114), np.float64(0.2531657529496729), np.float64(-0.1544746045284813), np.float64(0.29769620651555656), np.float64(0.4093625678300042), np.float64(-0.08549330926389698), np.float64(1.579200163967821), np.float64(-0.6719187393411736), np.float64(0.7567024682584171)]","[1, 1, 0, 0, 0]",6.0,"[1.0, 1.0, 0, 0, 0]",6.0,[1.37925092 1.92164698 2.10462553 1.56012582],0.535824148913264,1.0
162,162,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<Dv[,0.8085417747497559,50,"[np.float64(-0.6401514010326421), np.float64(0.11810803973198047), np.float64(0.6822137041263551), np.float64(0.1075252220187567), np.float64(0.8465381198778175), np.float64(0.02111436767979971), np.float64(1.2895336806996398), np.float64(0.30911304947310947), np.float64(-0.27811679107125287), np.float64(-0.094204165222552), np.float64(1.0652824837471357), np.float64(-0.02948472028388148), np.float64(-0.019593698547856045), np.float64(1.596049840286101), np.float64(0.7095804015614882), np.float64(0.43052663156895915), np.float64(-0.28607841988097765), np.float64(2.255230111769379), np.float64(-0.6597719956805161), np.float64(0.3306671059615484), np.float64(0.44770553658370676), np.float64(-0.027914867960193945), np.float64(2.364257163822544), np.float64(-0.21891501303520708), np.float64(-0.7776488868275637), np.float64(-0.11302459854883827), np.float64(0.2522648129599451), np.float64(0.5412865960820465), np.float64(0.42576677439570915), np.float64(0.6788965967629019), np.float64(-0.2600934824560201), np.float64(-0.2591765135065278), np.float64(-0.061219501698326545), np.float64(-0.1423807180827566), np.float64(-0.0728219749592552), np.float64(0.18153525532745385), np.float64(0.23152889869997534), np.float64(0.2402874222545397), np.float64(-0.25855023077573186), np.float64(1.5778543295764336), np.float64(-0.4645157733482078), np.float64(0.3434959563187252), np.float64(0.3832978966065045), np.float64(-0.17100107605233272), np.float64(0.5780645578448248), np.float64(0.6933438074562063), np.float64(0.6946410411868145), np.float64(0.5672574769995362), np.float64(1.7121258145756721), np.float64(0.05771063962838452)]","[1, 1, 1, 1, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",6.0,[4.4918471  2.49757794 0.70807532 1.91343169],0.391147074553292,0.6666666666666666
163,163,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DbS,3.069801092147827,50,"[np.float64(0.48644755054385347), np.float64(-0.021276136542076315), np.float64(0.0908278018756977), np.float64(0.2621909977600585), np.float64(0.18746799284034216), np.float64(-0.4137749098693053), np.float64(-0.5110275173944924), np.float64(0.3103423449761239), np.float64(0.053688334987498865), np.float64(-0.02463650440364501), np.float64(-0.22068112832182146), np.float64(0.3943593041849448), np.float64(-0.599486336582551), np.float64(0.23866129689772453), np.float64(0.06360931566373706), np.float64(-0.271917629508684), np.float64(0.1376882101587588), np.float64(-0.1684452857986967), np.float64(0.7555528479414336), np.float64(-0.020890101021308144), np.float64(0.5290479052319454), np.float64(0.5697614861749838), np.float64(0.40609241716630246), np.float64(0.207077037378633), np.float64(-0.10243944453399115), np.float64(-0.32795222856828143), np.float64(0.05846878031459024), np.float64(-0.20672456158607), np.float64(0.32706820434479444), np.float64(-0.3885706137555075), np.float64(0.7193958283133925), np.float64(0.0329829475639605), np.float64(-0.048441297815478346), np.float64(0.12523223431217018), np.float64(0.7866719195351353), np.float64(0.7359690670141646), np.float64(0.7320988786964711), np.float64(-0.07620000731856497), np.float64(0.6637132158461676), np.float64(-0.21027775301109367), np.float64(0.7226164461868889), np.float64(0.04961007730255597), np.float64(0.6280494889762909), np.float64(-0.21737270399256137), np.float64(0.48757596739778697), np.float64(0.4109557036220131), np.float64(0.10629195647659047), np.float64(0.046765710138230665), np.float64(-0.4179771680940394), np.float64(-0.0982282076390173)]","[1, 1, 1, 0, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,"[2.09746618 2.5497103  3.93131244 1.89041599 5.94246205 0.1554437
 0.56849505 0.55218728 1.78209307 0.18140808 5.41594764 0.9670602
 5.48371586 2.42486142 2.64314875 1.5617295  4.83284239 1.14458177
 3.11290739 2.1979731 ]",0.4695048266268776,1.0
164,164,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DbS,1.1603140830993652,50,"[np.float64(-0.5347628548178882), np.float64(0.1685813578319395), np.float64(0.11906129066061083), np.float64(-0.20730513371241902), np.float64(0.23989808242016064), np.float64(-0.3179572053579311), np.float64(-0.48039042927974945), np.float64(0.3819844101422215), np.float64(-0.3662679446730237), np.float64(-0.6786440190207983), np.float64(-0.13578390323246642), np.float64(0.9134485610678809), np.float64(0.11592510256118324), np.float64(-0.14285330364789087), np.float64(0.06873876678329421), np.float64(-0.5340304731472774), np.float64(-0.7915226063476365), np.float64(-0.03927184340328299), np.float64(-0.7923477867282603), np.float64(-0.31374643457403917), np.float64(0.39485945814546963), np.float64(-0.6588287008381477), np.float64(0.08742887831520388), np.float64(1.1592120143405267), np.float64(0.6318251321408148), np.float64(0.21597350568637225), np.float64(-0.6060344955386436), np.float64(0.1360230944054756), np.float64(0.6993278807024019), np.float64(-0.13136482840953262), np.float64(-0.5707678927482336), np.float64(-0.32017399065002716), np.float64(-0.17137868217908298), np.float64(0.48997983885147545), np.float64(1.187498398936611), np.float64(0.9108611453458249), np.float64(-0.551013866126704), np.float64(0.034939170524492455), np.float64(-0.8925860209110973), np.float64(0.447470048976905), np.float64(-0.6017873607888394), np.float64(-0.03789793523865359), np.float64(-0.5159315528676202), np.float64(-0.7588949952607913), np.float64(-0.18305058708281752), np.float64(0.6229882228594373), np.float64(0.7343522828155182), np.float64(-0.2403329082410133), np.float64(-0.8063369962156244), np.float64(-0.31848463761464013)]","[1, 1, 1, 0, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,[5.78526975 2.55490044 5.53010549 0.51012959],0.6454210085864025,1.0
165,165,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DxK,1.075601577758789,50,"[np.float64(2.157837295300867), np.float64(0.1419568084475692), np.float64(0.14030313287262797), np.float64(0.6853372473006816), np.float64(0.7419468660135172), np.float64(-0.8909133289250929), np.float64(-0.7494840527297914), np.float64(0.4756392104315107), np.float64(-0.3925659049629372), np.float64(0.2570437642140032), np.float64(0.8123704554085969), np.float64(1.4470808292217785), np.float64(0.879565840650077), np.float64(1.5328808399682972), np.float64(1.7042286337961743), np.float64(0.7500748151195866), np.float64(0.9193403563350611), np.float64(-0.39567418152322587), np.float64(-0.14785102064474276), np.float64(1.9238624788478176), np.float64(0.6422528068350165), np.float64(-0.6965867599344315), np.float64(-0.06546447015313295), np.float64(-0.8189049684516077), np.float64(1.1694635462839482), np.float64(0.42165947165314316), np.float64(-0.2659219508577352), np.float64(1.3550155776197679), np.float64(-0.6051671642792571), np.float64(1.4648571516995612), np.float64(0.36729996852653507), np.float64(0.14037875364757646), np.float64(0.6074589818427679), np.float64(-0.19597240573722713), np.float64(0.8975464644269517), np.float64(0.32960640614825787), np.float64(0.6166334219448958), np.float64(1.0432761630247078), np.float64(0.7221398695712222), np.float64(0.5744313489551982), np.float64(0.4626605467736056), np.float64(1.2449993030622508), np.float64(-0.19675989957216442), np.float64(-0.3697575505239232), np.float64(0.03819046767617673), np.float64(0.1935405018147509), np.float64(0.8651510444797481), np.float64(0.07368908357035367), np.float64(0.06004709774371533), np.float64(0.1118468837462786)]","[1, 1, 1, 0, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,[0.75069148 0.35396358 3.1381864  2.46222384],0.9605087040348302,1.0
166,166,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DbS,4.689829587936401,50,"[np.float64(1.4857576157885009), np.float64(-0.831104082567336), np.float64(-0.14222692118256358), np.float64(-0.02920209635184466), np.float64(0.7649742627331229), np.float64(-0.09480284860923352), np.float64(-0.5353361875513538), np.float64(-0.44197153616792506), np.float64(0.3572130068268816), np.float64(0.6972110154070359), np.float64(-0.3678809791553643), np.float64(-0.006314105387730751), np.float64(0.469235580595733), np.float64(0.33389752517985727), np.float64(0.0036582885515753505), np.float64(0.017094816851869615), np.float64(-0.27381385848852396), np.float64(0.8825278866453057), np.float64(0.2838629891779792), np.float64(0.11820026657600703), np.float64(-0.29948547975178963), np.float64(-0.003560210307175543), np.float64(-0.25426158872377824), np.float64(-0.013095072793754825), np.float64(0.8208457963057405), np.float64(0.09161596812951432), np.float64(0.03425637949573093), np.float64(0.550499076282759), np.float64(-0.7372325425093722), np.float64(-0.19802055427771012), np.float64(-0.28684115947611427), np.float64(-0.4723043559880963), np.float64(0.22817748368855578), np.float64(-0.3724326244235593), np.float64(0.7936281946019181), np.float64(0.10698355752138539), np.float64(-0.3013506583537207), np.float64(-0.16479685408229933), np.float64(-0.38378166203616465), np.float64(-0.5824597487687928), np.float64(-0.14313847836469268), np.float64(0.016774967225571216), np.float64(0.13432350448951685), np.float64(0.2275498984056881), np.float64(-0.08591841058285651), np.float64(-0.1723615838003435), np.float64(0.17736095588101894), np.float64(-0.016753686006475088), np.float64(0.1829743151719666), np.float64(-0.08172561835196995)]","[1, 1, 1, 0, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,"[1.66209212 2.77471197 3.52527026 1.12868215 1.32315589 2.93602051
 0.7504059  2.59964552 3.4205374  1.90740467 0.40512132 1.29715438
 4.58422786 1.99247606 4.85177204 0.19352193 1.82135766 2.42205076
 1.51001896 0.98326781]",0.6342415285404246,1.0
167,167,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DxK,2.629520893096924,50,"[np.float64(0.047307870082949344), np.float64(0.7413691233891234), np.float64(0.6059145892724678), np.float64(-0.6397713151230352), np.float64(-0.13026802689231143), np.float64(0.539580688948606), np.float64(1.351203622638419), np.float64(-0.30669648456712084), np.float64(-0.10856650299253402), np.float64(-0.57393750446541), np.float64(-0.19886369493352057), np.float64(-0.09442714657420975), np.float64(0.34969775495643884), np.float64(0.5206558578758336), np.float64(1.4095625116664174), np.float64(0.4485493430006871), np.float64(0.05003431092443719), np.float64(0.5067395278868937), np.float64(0.4417503111512638), np.float64(1.3953296280195016), np.float64(-0.5737548781336775), np.float64(0.6943328286164875), np.float64(0.11104373340044237), np.float64(0.21816825882254162), np.float64(-0.002679922189950508), np.float64(0.8616646908718899), np.float64(-0.5956471067313622), np.float64(0.5684928485869808), np.float64(0.4352612497526719), np.float64(-0.014502890194312917), np.float64(1.5327607527971125), np.float64(1.2026149194445992), np.float64(-0.17928495768605612), np.float64(0.14458418850975463), np.float64(1.2464121997228128), np.float64(-0.14143146074914348), np.float64(-0.40694659050131937), np.float64(0.7433918996040426), np.float64(1.6984010580316709), np.float64(0.5846020865665685), np.float64(1.4774416020137702), np.float64(-0.23640243515507425), np.float64(0.2869721061384482), np.float64(-0.17403310229503677), np.float64(2.0381963708476754), np.float64(-0.09236602641324844), np.float64(1.3322507431233004), np.float64(0.6566714084286721), np.float64(0.7241477555105869), np.float64(0.10763654799836166)]","[0, 0, 1, 1, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,"[0.1086816  0.60220306 3.38422267 3.11783955 3.15548469 2.44112399
 3.76425654 0.20375428 3.28467056 1.88968601 2.3217915  0.53562245
 2.68960074 2.24288664 6.05453516 2.91948532 3.47755385 1.62688015
 5.376421   0.18361434]",0.8226024934352032,1.0
168,168,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DbS,0.6455647945404053,50,"[np.float64(0.3461056871497398), np.float64(-0.6836653906692306), np.float64(-0.7939495195756887), np.float64(-0.555909690323753), np.float64(1.414639762162949), np.float64(0.3346729434962484), np.float64(0.5108143940042479), np.float64(-0.027249086031042605), np.float64(1.6998020570385441), np.float64(-0.15330181351164507), np.float64(0.05572588650091445), np.float64(0.8307397121195781), np.float64(-0.557475366216871), np.float64(-0.3068991114717882), np.float64(0.27033780339700214), np.float64(-0.0236289178039904), np.float64(-0.3183120303194077), np.float64(0.6266796866517859), np.float64(-0.5362136406693604), np.float64(-0.17219420227028878), np.float64(-0.2894815643553382), np.float64(1.181364886025406), np.float64(0.4231231475680494), np.float64(-0.4834825890409816), np.float64(0.4313351173791856), np.float64(0.15546793267738845), np.float64(-0.08301630357619896), np.float64(0.03274941429321463), np.float64(-0.17798977466138757), np.float64(-0.3616875578528834), np.float64(0.348052565617735), np.float64(0.14830734335805904), np.float64(0.9237292124560736), np.float64(-0.07260795587723268), np.float64(-0.3731742920706193), np.float64(0.8986816133289581), np.float64(0.04476586196340887), np.float64(-0.8572582570248024), np.float64(0.20356887914532773), np.float64(0.8489446087964905), np.float64(0.4435572303212593), np.float64(-1.131295718932751), np.float64(-0.5809972124830004), np.float64(0.6850192586432345), np.float64(0.34736987188855695), np.float64(0.10734951030246564), np.float64(0.3626408924667223), np.float64(0.3344444312685143), np.float64(-0.08326556671986207), np.float64(-0.9142664300721587)]","[1, 1, 1, 0, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,[2.89702312 2.85293402 0.55250693 1.0270479 ],0.7858322207252975,1.0
169,169,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DxK,0.9789531230926514,50,"[np.float64(0.10383804896996603), np.float64(0.6206143568059349), np.float64(0.7404207597980301), np.float64(0.2435804498161943), np.float64(0.9754219504536792), np.float64(-0.49753676969146376), np.float64(1.0210137739004796), np.float64(0.10645303327420691), np.float64(-0.059248911373732), np.float64(-0.7060269583351741), np.float64(1.1519208649129988), np.float64(-0.29303674982297145), np.float64(1.4849148467759166), np.float64(-0.14927851133866188), np.float64(-0.39773249945684197), np.float64(-0.038576305294245904), np.float64(0.8522893541246932), np.float64(-0.3624532627231507), np.float64(1.7576005998535469), np.float64(-0.7775535674312897), np.float64(0.5340847527453779), np.float64(0.04484637506320865), np.float64(0.10915458223120375), np.float64(-0.7797477915544524), np.float64(0.5267199286395585), np.float64(0.5648842170076045), np.float64(0.8170805369388123), np.float64(1.1844060592411063), np.float64(1.8303994136943764), np.float64(1.6862704249504183), np.float64(0.6793662818502122), np.float64(1.6859202668532713), np.float64(-0.16577342217564886), np.float64(-0.2676688818700613), np.float64(-0.053344963963266226), np.float64(1.732132338245963), np.float64(-0.6575466095493755), np.float64(0.6083765400368534), np.float64(0.9928487961291691), np.float64(-0.5304404161176363), np.float64(0.43882374134563634), np.float64(0.2512069303774809), np.float64(1.8868516323437459), np.float64(1.4287588414413204), np.float64(1.797884443543825), np.float64(0.5705276080754467), np.float64(-0.42034798663092343), np.float64(1.3877455683233264), np.float64(1.3250324809376066), np.float64(0.6666307973351202)]","[1, 1, 1, 1, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,[4.77754283 1.94063881 4.93756055 0.71421423],0.9161525160024474,1.0
170,170,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<Dv[,4.2972495555877686,50,"[np.float64(-0.12665384486761988), np.float64(-1.0391708195145253), np.float64(-0.44574606546099604), np.float64(0.13443770070827257), np.float64(-0.7309743170574979), np.float64(-0.9165875641206116), np.float64(1.5457554944348646), np.float64(0.9123608448763729), np.float64(-0.9090341005780267), np.float64(0.20069242776412022), np.float64(0.7379663562321068), np.float64(-0.3306414535932292), np.float64(-1.1545503594353843), np.float64(0.4915084158631263), np.float64(0.4310137896905468), np.float64(-0.9925176663963549), np.float64(0.0502883495914863), np.float64(-0.6188250906234739), np.float64(1.6418043049718891), np.float64(0.206673982783118), np.float64(0.25329054368248083), np.float64(-0.5075995169717302), np.float64(0.38173453452142925), np.float64(-0.07214310614324798), np.float64(2.111183687303705), np.float64(-0.22543388902604505), np.float64(0.2565598541169539), np.float64(1.3765588237870225), np.float64(-1.1912105251831149), np.float64(-0.626528652961123), np.float64(0.2956179043380634), np.float64(-0.10466447359230922), np.float64(1.2868281053362898), np.float64(0.7204423502430489), np.float64(-0.2496032891174085), np.float64(0.18418072256109197), np.float64(-0.6082646414820525), np.float64(1.1297523934316551), np.float64(-0.7166849576169143), np.float64(0.7415629392391601), np.float64(0.5377795490343759), np.float64(0.6784405433476051), np.float64(0.17543118039260808), np.float64(0.8820406821578106), np.float64(-0.11165087754627598), np.float64(0.5521573952066721), np.float64(-0.4528719027112754), np.float64(0.2837487963509437), np.float64(-0.32898905024095537), np.float64(-0.3949364226779134)]","[0, 0, 1, 1, 0]",6.0,"[1.0, 1.0, 0, 0, 0]",6.0,"[5.56736437 0.08503532 0.5206985  2.81503833 2.07640578 0.34447295
 3.56005972 2.94481296 3.61652906 1.30055925 4.9708052  0.03602195
 3.10681812 1.67389025 0.85488183 1.26950191 0.12879209 1.23292881
 3.23785032 1.97395512]",0.5091561440341315,1.0
171,171,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<Dv[,3.6234500408172607,50,"[np.float64(2.803377544604836), np.float64(-0.158672634880799), np.float64(0.7830983462310168), np.float64(0.7123302927105695), np.float64(0.209244936258849), np.float64(-0.15377409617006532), np.float64(-0.10185289276960773), np.float64(-0.07439862667479429), np.float64(0.07196883307445108), np.float64(-0.5215366584473425), np.float64(0.9035546371758008), np.float64(-0.08996965443788153), np.float64(1.3069104242411131), np.float64(-0.059548936618566944), np.float64(-0.1839317229009486), np.float64(0.21826944830279166), np.float64(0.7699201773838673), np.float64(0.1216157001978434), np.float64(-0.011942295057973805), np.float64(-0.1835730619329321), np.float64(-0.020157953542583984), np.float64(0.15143473759834822), np.float64(0.3843554186588105), np.float64(0.8461331890810317), np.float64(1.179138227735129), np.float64(-0.6325566570620107), np.float64(1.8675897669978085), np.float64(1.6644787869222717), np.float64(1.0293131379114995), np.float64(-0.41871266110030764), np.float64(0.4120561222326576), np.float64(-0.12822830100375548), np.float64(0.317612342780542), np.float64(0.4960628578739813), np.float64(0.3678762918200897), np.float64(-0.13739014492128337), np.float64(0.6923782078343268), np.float64(-1.4344541778636686), np.float64(0.46482715954182796), np.float64(0.8215237119866325), np.float64(0.023871067354805958), np.float64(1.1479808114897132), np.float64(0.42755193580896256), np.float64(1.2399933055589594), np.float64(0.21722098549846813), np.float64(-0.2145229135232553), np.float64(0.5015642823072692), np.float64(0.25932351782869245), np.float64(-0.7335483414406566), np.float64(0.4563375725910092)]","[1, 1, 0, 0, 0]",6.0,"[1.0, 1.0, 0, 0, 0]",6.0,"[5.81161617 0.22154048 5.31882534 1.54731928 4.45581872 2.33693512
 0.23755386 2.68127058 4.92269963 2.97437719 3.83565782 0.91521645
 5.478379   0.49233867 1.25105876 1.75063658 2.01502372 2.32870923
 5.92691551 1.41765597]",0.7350225075128001,1.0
